Feature,Coefficient,Abs_Coefficient
GAM_L6_H4_sparsity,0.05663897259229362,0.05663897259229362
AttMap_L2_H1_52,0.05662603841137564,0.05662603841137564
AttMap_L9_H8_357,0.0564352374008272,0.0564352374008272
AttMap_L9_H7_567,-0.056009629725160055,0.056009629725160055
AttMap_L4_H5_57,0.055960053596258795,0.055960053596258795
AttMap_L8_H10_101,0.055848047701541975,0.055848047701541975
AttMap_L10_H10_306,0.05581567198676322,0.05581567198676322
AttMap_L3_H0_200,-0.055639486496039496,0.055639486496039496
AttMap_L0_H6_102,-0.05547052428775774,0.05547052428775774
AttMap_L3_H10_100,-0.055361269961034604,0.055361269961034604
AttMap_L10_H10_255,0.05523616739329805,0.05523616739329805
AttMap_L6_H10_617,0.05509856344207478,0.05509856344207478
AttMap_L7_H1_57,0.05490327871267435,0.05490327871267435
AttMap_L1_H9_200,-0.054830537669696866,0.054830537669696866
AttMap_L7_H4_152,0.05481354452892364,0.05481354452892364
AttMap_L0_H11_152,-0.05472473584460805,0.05472473584460805
AttMap_L2_H1_150,-0.05466860979519742,0.05466860979519742
AttMap_L0_H5_104,-0.05464530224777111,0.05464530224777111
AttMap_L8_H9_260,0.05458878502301214,0.05458878502301214
AttMap_L0_H6_5,-0.05453578931707861,0.05453578931707861
AttMap_L3_H10_200,-0.05453318191861632,0.05453318191861632
AttMap_L7_H2_256,0.0543486001080867,0.0543486001080867
AttMap_L3_H0_300,-0.054332369122835705,0.054332369122835705
AttMap_L7_H4_406,0.054284875041080184,0.054284875041080184
GAM_L10_H7_confidence_avg,0.05428270393352758,0.05428270393352758
AttMap_L4_H6_254,0.05421370701631819,0.05421370701631819
AttMap_L9_H1_300,-0.05409687357748635,0.05409687357748635
AttMap_L5_H0_256,0.05391475045718647,0.05391475045718647
AttMap_L2_H3_200,-0.053839939277775445,0.053839939277775445
AttMap_L0_H4_150,-0.053784022287048275,0.053784022287048275
AttMap_L3_H9_258,0.05366277763137045,0.05366277763137045
AttMap_L5_H11_104,0.05363968559296051,0.05363968559296051
AttMap_L2_H10_52,0.053620189527114386,0.053620189527114386
AttMap_L6_H10_302,-0.05357805100022982,0.05357805100022982
AttMap_L0_H11_250,0.0534997481464727,0.0534997481464727
AttMap_L10_H10_102,0.053323112825524814,0.053323112825524814
AttMap_L5_H0_155,0.053308655905975125,0.053308655905975125
AttMap_L7_H10_53,-0.053287131933825616,0.053287131933825616
AttMap_L4_H0_203,-0.05317597812038725,0.05317597812038725
AttMap_L3_H9_257,-0.05303897231481192,0.05303897231481192
GAM_L11_H4_focus_entropy,0.05280093712196239,0.05280093712196239
AttMap_L5_H7_103,0.05264565352361503,0.05264565352361503
AttMap_L10_H8_102,0.05263749787605019,0.05263749787605019
AttMap_L2_H11_100,-0.05255739344854007,0.05255739344854007
AttMap_L10_H5_255,0.05254031268777645,0.05254031268777645
GAM_L11_H0_focus_entropy,-0.05253414579290267,0.05253414579290267
AttMap_L9_H8_204,0.052450170053711664,0.052450170053711664
AttMap_L9_H8_3,0.05228479035123313,0.05228479035123313
AttMap_L4_H10_101,0.05209456093915352,0.05209456093915352
Spec_L4_H0_semantics,0.05201344428140706,0.05201344428140706
AttMap_L3_H8_460,0.052008288136274575,0.052008288136274575
AttMap_L0_H1_206,-0.051872710399217516,0.051872710399217516
AttMap_L7_H10_154,-0.05181844682288954,0.05181844682288954
AttMap_L10_H6_400,0.051762747504802156,0.051762747504802156
AttMap_L9_H2_100,0.05172324894740731,0.05172324894740731
AttMap_L8_H2_358,0.051342453285358476,0.051342453285358476
AttMap_L4_H3_153,0.051053572834169586,0.051053572834169586
AttMap_L7_H1_53,-0.050820643723494124,0.050820643723494124
AttMap_L7_H1_59,0.050796934066521034,0.050796934066521034
AttMap_L2_H10_100,0.05071546867275615,0.05071546867275615
AttMap_L2_H11_50,0.05069592037281901,0.05069592037281901
AttMap_L1_H0_200,0.05057105535565491,0.05057105535565491
AttMap_L9_H0_51,0.05056499137196944,0.05056499137196944
AttMap_L2_H6_58,-0.050396174418125016,0.050396174418125016
AttMap_L5_H7_365,-0.05035224792529283,0.05035224792529283
AttMap_L1_H11_58,-0.050159493303478395,0.050159493303478395
AttMap_L1_H3_350,0.05014032755767361,0.05014032755767361
AttMap_L3_H10_308,-0.049961016011558994,0.049961016011558994
GAM_L10_H0_confidence_max,0.04971767047031147,0.04971767047031147
AttMap_L6_H10_458,-0.049622939148054164,0.049622939148054164
AttMap_L2_H8_150,0.04961298143209325,0.04961298143209325
GAM_L2_H2_sparsity,0.04928277427235527,0.04928277427235527
AttMap_L7_H1_103,0.04919088635445249,0.04919088635445249
AttMap_L7_H1_155,-0.049124731782865846,0.049124731782865846
AttMap_L3_H6_255,0.049115633048087214,0.049115633048087214
AttMap_L6_H0_417,0.04903263042533402,0.04903263042533402
AttMap_L1_H0_100,0.04903156770081981,0.04903156770081981
AttMap_L2_H8_300,-0.04898282073580265,0.04898282073580265
AttMap_L9_H1_101,0.048949098407426235,0.048949098407426235
AttMap_L2_H4_100,0.04883072269130729,0.04883072269130729
AttMap_L7_H2_116,-0.04881902824574764,0.04881902824574764
AttMap_L8_H8_153,0.048802962890909546,0.048802962890909546
AttMap_L7_H7_407,0.04862561999488665,0.04862561999488665
AttMap_L4_H6_458,0.048612021096913,0.048612021096913
AttMap_L10_H10_550,-0.048597144091704,0.048597144091704
AttMap_L10_H1_102,-0.04832654822796634,0.04832654822796634
AttMap_L2_H10_252,-0.04829043535688082,0.04829043535688082
AttMap_L10_H4_300,-0.048271505802402026,0.048271505802402026
AttMap_L5_H0_260,-0.04823423220738179,0.04823423220738179
AttMap_L10_H11_4,0.048082044532975494,0.048082044532975494
AttMap_L0_H4_100,-0.04805247420183657,0.04805247420183657
AttMap_L10_H4_350,-0.047952122864407094,0.047952122864407094
AttMap_L9_H5_52,-0.04785721638316018,0.04785721638316018
AttMap_L8_H5_52,-0.047814484563306704,0.047814484563306704
AttMap_L8_H10_352,0.047787237043827396,0.047787237043827396
GAM_L11_H0_confidence_avg,0.04767496200756044,0.04767496200756044
AttMap_L9_H1_500,-0.04763969095841619,0.04763969095841619
AttMap_L4_H5_208,0.04763317884225227,0.04763317884225227
AttMap_L5_H11_54,-0.04758088693004069,0.04758088693004069
AttMap_L2_H3_100,-0.04745707732591923,0.04745707732591923
GAM_L8_H4_sparsity,0.04743071209843565,0.04743071209843565
AttMap_L7_H5_152,0.047425743550655416,0.047425743550655416
AttMap_L2_H8_56,-0.04738695912433039,0.04738695912433039
AttMap_L7_H10_58,0.04735567595398584,0.04735567595398584
GAM_L8_H6_sparsity,0.04704888625651927,0.04704888625651927
AttMap_L10_H11_3,0.04703780287892467,0.04703780287892467
AttMap_L5_H0_59,0.047020241004080775,0.047020241004080775
AttMap_L7_H10_160,0.0469948537571885,0.0469948537571885
AttMap_L5_H10_305,0.046892084898233516,0.046892084898233516
AttMap_L7_H5_252,-0.046884609641966786,0.046884609641966786
AttMap_L5_H8_59,0.046772416747599264,0.046772416747599264
AttMap_L5_H9_256,0.04670972520325727,0.04670972520325727
AttMap_L8_H10_301,0.046642959765539574,0.046642959765539574
GAM_L11_H7_sparsity,0.04646388049910055,0.04646388049910055
AttMap_L9_H8_306,0.04633779949943941,0.04633779949943941
AttMap_L2_H8_55,-0.0463246798462576,0.0463246798462576
Spec_L7_H4_syntax,0.04631482467175035,0.04631482467175035
AttMap_L10_H9_204,0.0462949588896551,0.0462949588896551
GAM_L7_H3_sparsity,0.04620926966027962,0.04620926966027962
AttMap_L6_H4_101,0.046206937587801304,0.046206937587801304
AttMap_L10_H2_259,0.04620363791202535,0.04620363791202535
AttMap_L6_H10_610,-0.046148674686062,0.046148674686062
AttMap_L3_H2_58,-0.046065179844348006,0.046065179844348006
AttMap_L5_H0_53,-0.04600562609916232,0.04600562609916232
AttMap_L9_H2_250,-0.0459776130268886,0.0459776130268886
AttMap_L0_H2_100,-0.04595963612658933,0.04595963612658933
AttMap_L8_H9_160,0.04588408138829462,0.04588408138829462
GAM_L11_H1_sparsity,-0.04586302054664607,0.04586302054664607
AttMap_L10_H11_58,0.045786052897526845,0.045786052897526845
AttMap_L6_H3_458,0.045702832269028104,0.045702832269028104
AttMap_L9_H7_52,0.045548782766496425,0.045548782766496425
AttMap_L10_H6_101,0.04549233166794489,0.04549233166794489
AttMap_L10_H0_108,-0.045475595727850274,0.045475595727850274
AttMap_L3_H10_52,-0.04541084296338204,0.04541084296338204
AttMap_L7_H1_58,0.04539317770772912,0.04539317770772912
GAM_L7_H2_sparsity,0.04531738854297892,0.04531738854297892
AttMap_L3_H2_400,0.04531537331054054,0.04531537331054054
AttMap_L2_H4_250,0.04520815760268782,0.04520815760268782
AttMap_L0_H3_100,-0.04516966837361084,0.04516966837361084
GAM_L5_H3_sparsity,0.0450140639766522,0.0450140639766522
AttMap_L7_H0_254,0.044963926102528626,0.044963926102528626
AttMap_L7_H10_59,0.04492742711074728,0.04492742711074728
GAM_L4_H2_focus_entropy,-0.04492420469382769,0.04492420469382769
AttMap_L0_H5_350,0.04491007610957531,0.04491007610957531
AttMap_L5_H9_61,-0.044894857427677466,0.044894857427677466
AttMap_L5_H6_253,-0.0448529286669201,0.0448529286669201
GAM_L9_H7_sparsity,-0.04484277350693788,0.04484277350693788
AttMap_L7_H8_106,0.04484120251952675,0.04484120251952675
AttMap_L8_H10_57,0.044839301677368396,0.044839301677368396
GAM_L10_H2_confidence_max,0.044832575098177584,0.044832575098177584
GAM_L11_H10_sparsity,0.04477602441743111,0.04477602441743111
AttMap_L3_H3_256,-0.04470682953576527,0.04470682953576527
AttMap_L10_H11_2,0.0446450450909933,0.0446450450909933
AttMap_L8_H11_253,-0.044626078922815345,0.044626078922815345
AttMap_L9_H2_158,-0.04461805511535621,0.04461805511535621
AttMap_L7_H1_3,-0.04461169879907996,0.04461169879907996
GAM_L6_H8_sparsity,0.04460887693963101,0.04460887693963101
AttMap_L10_H10_500,-0.04447383025810483,0.04447383025810483
AttMap_L5_H11_55,-0.044440475139110557,0.044440475139110557
AttMap_L4_H0_51,0.04436546086954805,0.04436546086954805
AttMap_L2_H4_200,0.044357571185399874,0.044357571185399874
AttMap_L0_H10_206,-0.04431757677802829,0.04431757677802829
AttMap_L7_H1_54,-0.044214064905784466,0.044214064905784466
AttMap_L10_H8_255,0.043948507137207084,0.043948507137207084
AttMap_L3_H10_258,0.04393608680978581,0.04393608680978581
AttMap_L6_H6_260,-0.043914931783574016,0.043914931783574016
AttMap_L5_H11_105,-0.04387865110131574,0.04387865110131574
AttMap_L2_H1_511,0.043837529705438104,0.043837529705438104
GAM_L8_H2_focus_entropy,0.04380624000848987,0.04380624000848987
AttMap_L3_H2_350,0.04374287852144021,0.04374287852144021
AttMap_L6_H11_210,-0.04371112162458901,0.04371112162458901
AttMap_L6_H5_53,-0.0436501581330658,0.0436501581330658
AttMap_L2_H1_613,0.043540997259178954,0.043540997259178954
AttMap_L1_H3_50,-0.043441455909032645,0.043441455909032645
AttMap_L7_H0_304,0.04321600020390692,0.04321600020390692
AttMap_L7_H10_258,0.04315730143965238,0.04315730143965238
AttMap_L2_H4_300,0.04311515157576761,0.04311515157576761
AttMap_L4_H7_305,0.043114525700536144,0.043114525700536144
AttMap_L3_H0_50,0.043017128544779175,0.043017128544779175
AttMap_L9_H8_561,0.04291292014915844,0.04291292014915844
GAM_L8_H0_sparsity,0.04291188680079484,0.04291188680079484
AttMap_L2_H1_407,0.04290811914282416,0.04290811914282416
AttMap_L4_H0_103,-0.042840696133550474,0.042840696133550474
AttMap_L5_H3_353,-0.04282720928191811,0.04282720928191811
AttMap_L8_H2_351,-0.042784807882783285,0.042784807882783285
GAM_L2_H6_sparsity,0.04260885989389926,0.04260885989389926
GAM_L7_H10_sparsity,-0.04254243218027346,0.04254243218027346
AttMap_L8_H7_107,-0.04247865839830271,0.04247865839830271
AttMap_L0_H7_202,-0.042407704097623754,0.042407704097623754
AttMap_L7_H9_310,-0.042225281385287264,0.042225281385287264
AttMap_L3_H10_562,0.04220047823388305,0.04220047823388305
AttMap_L0_H1_104,-0.042181668416413735,0.042181668416413735
AttMap_L9_H8_460,-0.04217575322193871,0.04217575322193871
AttMap_L7_H10_57,0.04216463556650714,0.04216463556650714
AttMap_L7_H4_713,0.04207243133544599,0.04207243133544599
AttMap_L3_H8_150,-0.042049115313261824,0.042049115313261824
AttMap_L9_H8_510,0.04204269951750521,0.04204269951750521
GAM_L9_H5_confidence_max,-0.041979556792575215,0.041979556792575215
AttMap_L8_H2_154,0.041972503815451,0.041972503815451
GAM_L6_H11_sparsity,0.041959012133774114,0.041959012133774114
AttMap_L6_H5_258,0.041892410746088585,0.041892410746088585
AttMap_L10_H10_511,0.041879948832468775,0.041879948832468775
AttMap_L0_H5_252,-0.04181092245522246,0.04181092245522246
Spec_L10_H6_punct,-0.04179939363256811,0.04179939363256811
GAM_L4_H3_focus_entropy,0.04177485057605472,0.04177485057605472
AttMap_L10_H2_209,0.041764013470151545,0.041764013470151545
AttMap_L3_H9_50,0.04166014812651779,0.04166014812651779
AttMap_L9_H4_101,0.041642246586440036,0.041642246586440036
AttMap_L2_H5_150,-0.04140198400023963,0.04140198400023963
AttMap_L0_H6_153,-0.041386326823947626,0.041386326823947626
AttMap_L11_H5_255,0.04135710918553034,0.04135710918553034
AttMap_L10_H10_2,-0.04118705155791227,0.04118705155791227
AttMap_L6_H10_509,-0.04101663585029468,0.04101663585029468
AttMap_L8_H7_53,-0.04099881776458253,0.04099881776458253
AttMap_L3_H8_152,-0.04099080032932129,0.04099080032932129
AttMap_L7_H3_567,-0.04095176243355529,0.04095176243355529
AttMap_L10_H10_8,-0.04095066520259138,0.04095066520259138
AttMap_L6_H11_560,0.04091252874400275,0.04091252874400275
AttMap_L5_H9_113,-0.040880908875015456,0.040880908875015456
AttMap_L3_H7_250,-0.040878820130109454,0.040878820130109454
AttMap_L0_H6_204,-0.04084475966325579,0.04084475966325579
AttMap_L6_H11_209,0.040831767447598935,0.040831767447598935
Spec_L11_H4_punct,-0.04080785370268299,0.04080785370268299
AttMap_L4_H5_58,0.040769642659806454,0.040769642659806454
AttMap_L6_H5_58,0.04071735397016218,0.04071735397016218
AttMap_L9_H1_550,-0.040667969568704124,0.040667969568704124
AttMap_L11_H8_204,0.04064070320171775,0.04064070320171775
AttMap_L10_H4_208,0.04054085259090649,0.04054085259090649
GAM_L9_H8_confidence_max,0.04052585319820465,0.04052585319820465
AttMap_L7_H8_155,0.040475972307166784,0.040475972307166784
AttMap_L6_H11_356,0.040451570066388255,0.040451570066388255
AttMap_L11_H8_51,-0.04041225436342455,0.04041225436342455
AttMap_L6_H5_59,0.04041067886394741,0.04041067886394741
AttMap_L5_H9_460,0.040266606981617624,0.040266606981617624
AttMap_L6_H9_159,0.04024560516300125,0.04024560516300125
AttMap_L1_H10_100,-0.040237593926494404,0.040237593926494404
AttMap_L8_H11_410,0.04009081310559008,0.04009081310559008
AttMap_L8_H10_252,-0.04006895080885927,0.04006895080885927
AttMap_L7_H4_305,0.03980939272743773,0.03980939272743773
AttMap_L0_H7_105,-0.03979771048328519,0.03979771048328519
AttMap_L10_H9_153,0.03963280735795241,0.03963280735795241
AttMap_L3_H7_200,-0.03959119086667477,0.03959119086667477
AttMap_L6_H9_355,-0.039571214432897746,0.039571214432897746
AttMap_L10_H10_400,-0.03945960509755109,0.03945960509755109
AttMap_L5_H9_360,-0.03941107628014076,0.03941107628014076
AttMap_L0_H1_403,0.03940923356875762,0.03940923356875762
AttMap_L10_H6_150,0.03934209301251943,0.03934209301251943
AttMap_L6_H9_457,0.0393089446375844,0.0393089446375844
AttMap_L4_H3_56,0.03929140574581252,0.03929140574581252
AttMap_L4_H10_457,0.03926657760266602,0.03926657760266602
AttMap_L0_H11_150,0.03925504318465961,0.03925504318465961
AttMap_L11_H8_613,0.039249245666753814,0.039249245666753814
AttMap_L3_H11_405,0.039248782199801234,0.039248782199801234
AttMap_L0_H3_406,-0.03916023245827658,0.03916023245827658
AttMap_L2_H3_300,-0.03910194972091435,0.03910194972091435
AttMap_L4_H5_59,0.0390780127659753,0.0390780127659753
AttMap_L10_H8_256,0.03901147117795029,0.03901147117795029
AttMap_L11_H5_1,0.03892443324221529,0.03892443324221529
AttMap_L6_H10_101,0.038898331203030864,0.038898331203030864
AttMap_L8_H8_411,0.038897551196777194,0.038897551196777194
AttMap_L9_H7_266,-0.03889677462222789,0.03889677462222789
AttMap_L9_H2_157,-0.038863111349104765,0.038863111349104765
AttMap_L4_H10_201,0.038737357831178446,0.038737357831178446
