Feature,Coefficient,Abs_Coefficient,Cumulative_Importance
AttMap_L4_H4_308,-0.017313754904167943,0.017313754904167943,50.001801008455736
AttMap_L5_H8_214,-0.017312693930954085,0.017312693930954085,50.01491703185875
AttMap_L9_H7_305,0.017310021675636562,0.017310021675636562,50.02803103077249
AttMap_L11_H2_611,-0.01730637840077452,0.01730637840077452,50.04114226955666
AttMap_L4_H9_360,0.017301239380432463,0.017301239380432463,50.054249615040845
AttMap_L2_H1_458,-0.0172975100138146,0.0172975100138146,50.067354135172714
AttMap_L10_H4_463,0.017294067801090256,0.017294067801090256,50.08045604749884
AttMap_L6_H7_264,-0.01729190232407469,0.01729190232407469,50.093556319268785
AttMap_L3_H8_308,0.01728396796881989,0.01728396796881989,50.10665058000486
AttMap_L8_H8_209,0.01728302343633036,0.01728302343633036,50.11974412516715
AttMap_L10_H1_255,0.017261532336040112,0.017261532336040112,50.132821388763126
AttMap_L9_H7_563,-0.01725875922228072,0.01725875922228072,50.14589655145989
AttMap_L9_H1_359,0.017247655373146657,0.017247655373146657,50.15896330192769
AttMap_L4_H7_617,0.01724127046650377,0.01724127046650377,50.17202521521734
AttMap_L11_H1_611,-0.017239537231533802,0.017239537231533802,50.18508581541553
AttMap_L3_H10_613,-0.01723585479194934,0.01723585479194934,50.19814362581314
AttMap_L6_H11_406,0.017232949349174034,0.017232949349174034,50.21119923505963
AttMap_L7_H9_354,0.017218627635029952,0.017218627635029952,50.22424399423632
AttMap_L9_H11_63,0.017216830317691327,0.017216830317691327,50.23728739177301
AttMap_L8_H2_63,-0.01720802710233535,0.01720802710233535,50.250324120031145
GAM_L10_H3_confidence_avg,-0.017190867671819987,0.017190867671819987,50.263347848377585
AttMap_L9_H10_61,0.017190586935046753,0.017190586935046753,50.27637136403902
AttMap_L9_H1_166,-0.017180023765159085,0.017180023765159085,50.28938687708783
AttMap_L10_H1_463,0.017173946959641192,0.017173946959641192,50.30239778637458
GAM_L3_H5_sparsity,0.01716828505329008,0.01716828505329008,50.315404406225106
AttMap_L3_H4_513,0.01715574239239367,0.01715574239239367,50.328401523809006
AttMap_L10_H7_60,0.017150142547584082,0.017150142547584082,50.34139439897426
AttMap_L4_H5_209,-0.017144386855292026,0.017144386855292026,50.35438291365148
AttMap_L11_H5_662,0.01713924608333136,0.01713924608333136,50.36736753370168
AttMap_L11_H0_309,0.01712927115232333,0.01712927115232333,50.38034459678652
AttMap_L0_H10_150,-0.017123845707966382,0.017123845707966382,50.39331754957775
AttMap_L10_H5_214,-0.017119284575537547,0.017119284575537547,50.40628704687443
AttMap_L6_H1_315,0.017110733985092948,0.017110733985092948,50.4192500662801
AttMap_L7_H0_163,-0.01710100912498038,0.01710100912498038,50.43220571817304
AttMap_L4_H5_259,0.017099658201229686,0.017099658201229686,50.44516034661187
AttMap_L5_H11_155,-0.01709854251066568,0.01709854251066568,50.45811412980829
AttMap_L10_H2_57,0.01709780919370321,0.01709780919370321,50.47106735744688
AttMap_L9_H2_10,0.017095210380898198,0.017095210380898198,50.48401861623593
AttMap_L7_H6_256,0.017093812251834956,0.017093812251834956,50.496968815808316
AttMap_L7_H2_316,-0.01708876790912478,0.01708876790912478,50.50991519380812
AttMap_L3_H2_204,0.01707857730550451,0.01707857730550451,50.52285385144988
AttMap_L5_H8_113,0.017077860440513862,0.017077860440513862,50.53579196599777
AttMap_L1_H5_750,0.017077365371429155,0.017077365371429155,50.54872970548342
AttMap_L11_H10_59,0.01707232050607251,0.01707232050607251,50.5616636230005
AttMap_L4_H4_303,0.01706734095760552,0.01706734095760552,50.57459376803281
AttMap_L8_H4_159,-0.017060231338693815,0.017060231338693815,50.587518526848015
AttMap_L4_H1_362,0.017058133474375452,0.017058133474375452,50.60044169633014
AttMap_L5_H8_108,-0.017057842964415683,0.017057842964415683,50.61336464572314
AttMap_L7_H10_563,0.017056798976492517,0.017056798976492517,50.62628680419533
AttMap_L4_H7_512,0.017047700190693817,0.017047700190693817,50.63920206946603
AttMap_L5_H6_565,0.01704274655958389,0.01704274655958389,50.65211358188682
AttMap_L10_H8_359,-0.017042549951245278,0.017042549951245278,50.66502494535799
AttMap_L5_H9_262,0.017037313236196082,0.017037313236196082,50.677932341516076
AttMap_L0_H11_560,0.01702818688554602,0.01702818688554602,50.69083282358966
AttMap_L0_H7_450,-0.017026197055343792,0.017026197055343792,50.703731798176335
AttMap_L2_H1_151,0.017019242158414567,0.017019242158414567,50.71662550376262
AttMap_L9_H0_66,-0.016996217542074726,0.016996217542074726,50.729501765997355
AttMap_L6_H5_458,-0.0169954292346714,0.0169954292346714,50.74237743101374
AttMap_L8_H9_112,-0.01696982015271592,0.01696982015271592,50.75523369469839
AttMap_L6_H10_514,0.01696859703326262,0.01696859703326262,50.768089031752936
AttMap_L8_H9_213,0.01696676648934875,0.01696676648934875,50.78094298199518
AttMap_L9_H1_61,0.016966569955929846,0.016966569955929846,50.79379678334455
AttMap_L7_H1_264,-0.01696137254711224,0.01696137254711224,50.80664664715907
AttMap_L4_H11_59,0.016961008517743487,0.016961008517743487,50.81949623518648
AttMap_L10_H3_59,-0.016957081030884277,0.016957081030884277,50.83234284776652
AttMap_L4_H7_517,0.016954015233820494,0.016954015233820494,50.84518713771173
AttMap_L4_H0_315,-0.01695289374924913,0.01695289374924913,50.858030578024994
AttMap_L10_H5_114,-0.016947006400896355,0.016947006400896355,50.87086955810815
AttMap_L10_H4_160,0.01694379558548835,0.01694379558548835,50.883706105691175
AttMap_L7_H6_517,-0.016938028853562836,0.016938028853562836,50.89653828442259
AttMap_L3_H0_212,0.01693363038195949,0.01693363038195949,50.909367130890594
AttMap_L8_H4_210,-0.016933359776002393,0.016933359776002393,50.92219577234868
AttMap_L8_H3_360,0.016932857630966604,0.016932857630966604,50.93502403338381
AttMap_L6_H4_166,-0.016915039399844338,0.016915039399844338,50.94783879540271
AttMap_L6_H4_309,0.016914705198361923,0.016914705198361923,50.960653304232
AttMap_L4_H6_203,-0.01691457236767077,0.01691457236767077,50.9734677124293
AttMap_L6_H10_312,-0.01689699963965498,0.01689699963965498,50.986268807602485
AttMap_L0_H7_650,-0.016896571964072075,0.016896571964072075,50.999069578770474
AttMap_L8_H11_412,0.01688749506084204,0.01688749506084204,51.01186347331511
AttMap_L10_H6_256,0.016883581473066924,0.016883581473066924,51.02465440294228
AttMap_L5_H5_263,-0.016883077493687584,0.016883077493687584,51.03744495075681
AttMap_L2_H2_550,0.01688267889254372,0.01688267889254372,51.050235196592794
AttMap_L5_H11_164,0.016882637970824885,0.016882637970824885,51.063025411426665
AttMap_L6_H10_262,0.016871197868405192,0.016871197868405192,51.075806959287526
AttMap_L10_H8_714,0.016855469272773108,0.016855469272773108,51.088576591231124
AttMap_L9_H0_360,0.01685070491218668,0.01685070491218668,51.10134261371538
AttMap_L7_H0_209,0.01684976862995292,0.01684976862995292,51.114107926876194
AttMap_L7_H0_160,0.01684454321310002,0.01684454321310002,51.12686928128338
AttMap_L8_H11_363,0.016836590340863287,0.016836590340863287,51.13962461062833
AttMap_L9_H7_463,-0.016835576484777737,0.016835576484777737,51.15237917188023
AttMap_L6_H2_515,-0.016832740713728225,0.016832740713728225,51.165131584764
AttMap_L8_H8_59,0.01683220356536796,0.01683220356536796,51.17788359070647
Spec_L11_H1_punct,-0.01683114675302291,0.01683114675302291,51.190634796012404
AttMap_L9_H10_263,-0.016829515495008118,0.016829515495008118,51.203384765484174
AttMap_L4_H6_366,-0.0168085226752002,0.0168085226752002,51.21611883088482
AttMap_L3_H10_400,-0.016805255706262404,0.016805255706262404,51.22885042124366
AttMap_L11_H4_210,-0.016804082647920784,0.016804082647920784,51.241581122898495
AttMap_L4_H11_205,0.016803180673074538,0.016803180673074538,51.25431114122101
AttMap_L3_H3_461,0.016801330031507182,0.016801330031507182,51.26703975750534
AttMap_L7_H5_307,0.016797753622907835,0.016797753622907835,51.2797656643177
AttMap_L10_H11_111,-0.01678595898092806,0.01678595898092806,51.29248263555938
AttMap_L5_H9_919,0.01678542403429683,0.01678542403429683,51.30519920152775
